epoch,train_loss,train_err,test_err
0,3.424922466278076,0.8733,0.8748
1,3.3798396587371826,0.78566,0.7916
2,2.9279236793518066,0.74434,0.7481
3,2.876072406768799,0.6718,0.6878
4,2.264619827270508,0.68828,0.7052
5,2.6055548191070557,0.58254,0.6002
6,2.232548952102661,0.61032,0.6331
7,1.9428598880767822,0.57098,0.5951
8,1.717665433883667,0.55008,0.579
9,1.943481206893921,0.51258,0.544
10,1.7900975942611694,0.49384,0.5292
11,1.7681396007537842,0.47454,0.5069
12,1.668330192565918,0.49228,0.5296
13,1.4131050109863281,0.495,0.5291
14,1.6012241840362549,0.48562,0.5245
15,1.43058180809021,0.51124,0.5462
16,1.6563934087753296,0.43886,0.4878
17,1.5606210231781006,0.45316,0.5035
18,1.3907058238983154,0.48998,0.5407
19,1.3536993265151978,0.40162,0.4597
20,1.672970175743103,0.4426,0.5103
21,1.529301404953003,0.42052,0.4744
22,1.3724479675292969,0.41612,0.4818
23,1.2208443880081177,0.3889,0.447
24,1.4621131420135498,0.41792,0.4796
25,1.4829251766204834,0.39156,0.4715
26,1.2605689764022827,0.40492,0.4653
27,1.537713885307312,0.3877,0.4539
28,1.3224811553955078,0.4072,0.4657
29,1.4107493162155151,0.38044,0.4599
30,1.8221662044525146,0.3846,0.4508
31,1.1733318567276,0.41222,0.4727
32,1.2817366123199463,0.37828,0.4559
33,1.1078119277954102,0.39034,0.469
34,1.1515212059020996,0.36102,0.4395
35,1.367034673690796,0.37888,0.4486
36,1.4899954795837402,0.39896,0.4736
37,1.2399883270263672,0.36848,0.4482
38,1.324479341506958,0.39016,0.469
39,1.2076447010040283,0.37556,0.4528
40,1.1559903621673584,0.37358,0.448
41,1.294387936592102,0.3487,0.4375
42,1.0686758756637573,0.36306,0.4432
43,1.006107211112976,0.39128,0.4626
44,0.7712365984916687,0.35244,0.4441
45,1.061706304550171,0.38554,0.4699
46,1.3835697174072266,0.35172,0.4435
47,1.1176531314849854,0.3685,0.4417
48,1.2813981771469116,0.36028,0.435
49,1.3098713159561157,0.3469,0.4304
50,0.9498079419136047,0.34484,0.4298
51,1.3952535390853882,0.33698,0.4254
52,1.1217886209487915,0.34106,0.4366
53,0.9256660342216492,0.33544,0.4265
54,1.112929105758667,0.37198,0.4581
55,1.1011388301849365,0.32704,0.4156
56,1.2337672710418701,0.34856,0.4383
57,1.0195788145065308,0.3461,0.4352
58,1.2960673570632935,0.34032,0.4204
59,0.877998948097229,0.31728,0.4119
60,1.1216089725494385,0.3393,0.4221
61,1.0255316495895386,0.3412,0.428
62,1.2859708070755005,0.32394,0.42
63,1.109660029411316,0.32394,0.4159
64,1.0257971286773682,0.35324,0.4445
65,0.8339496850967407,0.35788,0.4471
66,1.0241605043411255,0.37412,0.4437
67,1.000095009803772,0.34306,0.4435
68,1.0545505285263062,0.34448,0.4301
69,0.9205358624458313,0.34874,0.4448
70,1.0076653957366943,0.33154,0.4267
71,0.8687640428543091,0.3369,0.4342
72,1.073065161705017,0.33892,0.429
73,0.8022042512893677,0.3564,0.4531
74,1.1174921989440918,0.3827,0.4574
75,0.6976572871208191,0.33268,0.4195
76,0.977220892906189,0.32546,0.4177
77,1.389004111289978,0.3593,0.4457
78,1.0626095533370972,0.35826,0.4495
79,0.8363615274429321,0.36166,0.4531
80,0.9372202754020691,0.33008,0.4241
81,1.0952987670898438,0.30614,0.4093
82,0.6388117074966431,0.19668,0.3331
83,0.7391501665115356,0.18904,0.3274
84,0.7133795022964478,0.18158,0.3264
