epoch,train_loss,train_err,test_err
0,2.122918128967285,0.82912,0.8218
1,1.5579290390014648,0.62636,0.6079
2,1.1404118537902832,0.50672,0.5003
3,1.1679012775421143,0.4037,0.3936
4,0.93489009141922,0.3754,0.3691
5,0.8986431360244751,0.3362,0.3635
6,0.8122451901435852,0.32592,0.3311
7,0.9300850629806519,0.2796,0.2871
8,0.6585290431976318,0.29582,0.3057
9,0.7956732511520386,0.31804,0.3461
10,0.7887529730796814,0.26816,0.2866
11,0.6046677231788635,0.21046,0.2206
12,0.6765110492706299,0.2352,0.253
13,0.6425238847732544,0.1946,0.2138
14,0.6083799004554749,0.2111,0.2324
15,0.560431718826294,0.1671,0.1927
16,0.3991376757621765,0.18246,0.2132
17,0.39444440603256226,0.17154,0.1942
18,0.437129408121109,0.19586,0.2194
19,0.8305185437202454,0.16336,0.1957
20,0.3568345904350281,0.16034,0.1838
21,0.34001272916793823,0.17474,0.2105
22,0.552632749080658,0.1405,0.1701
23,0.3504052460193634,0.1531,0.1884
24,0.39147526025772095,0.1632,0.1913
25,0.4247993528842926,0.1384,0.1829
26,0.3903849720954895,0.24028,0.2793
27,0.25640878081321716,0.1427,0.1802
28,0.3361579179763794,0.13482,0.1758
29,0.2147241085767746,0.13068,0.1665
30,0.2703813314437866,0.12168,0.1606
31,0.4231223464012146,0.13696,0.1789
32,0.2962174415588379,0.13332,0.1721
33,0.3961741626262665,0.1152,0.1519
34,0.32418495416641235,0.12106,0.1706
35,0.2722903788089752,0.10154,0.1514
36,0.21726933121681213,0.1045,0.1543
37,0.14991526305675507,0.113,0.1622
38,0.47290533781051636,0.09994,0.1502
39,0.3952241539955139,0.1122,0.163
40,0.39616018533706665,0.1167,0.1542
41,0.29421505331993103,0.13392,0.1768
42,0.12337636947631836,0.12716,0.1748
43,0.18055886030197144,0.09838,0.147
44,0.2931820750236511,0.11474,0.1651
45,0.46498093008995056,0.10144,0.1468
46,0.21004895865917206,0.09798,0.1462
47,0.3376665413379669,0.11312,0.1586
48,0.4133799076080322,0.1257,0.1712
49,0.28188595175743103,0.09032,0.1431
50,0.2967718541622162,0.0965,0.1458
51,0.3861936032772064,0.10176,0.1541
52,0.3240993022918701,0.1106,0.1633
53,0.24043338000774384,0.09664,0.1447
54,0.12001100927591324,0.13504,0.1852
55,0.15964321792125702,0.14676,0.196
56,0.23671093583106995,0.10558,0.1622
57,0.33821386098861694,0.08584,0.1388
58,0.18048164248466492,0.07596,0.1268
59,0.36384525895118713,0.08714,0.1472
60,0.15306456387043,0.07316,0.1244
61,0.3596472144126892,0.15442,0.205
62,0.27902138233184814,0.0965,0.1544
63,0.15335968136787415,0.08336,0.142
64,0.24533966183662415,0.09814,0.1505
65,0.2475411593914032,0.0973,0.1539
66,0.24349865317344666,0.149,0.2078
67,0.15418748557567596,0.09332,0.1466
68,0.2907337248325348,0.09796,0.1497
69,0.2404571771621704,0.0844,0.1414
70,0.12970148026943207,0.0904,0.1427
71,0.2539278566837311,0.1015,0.1559
72,0.22035427391529083,0.07538,0.1369
73,0.23028364777565002,0.07938,0.1384
74,0.2631374001502991,0.10788,0.1654
75,0.20669622719287872,0.0975,0.1501
76,0.20368734002113342,0.08364,0.1361
77,0.14906224608421326,0.0742,0.1263
78,0.20009402930736542,0.11706,0.166
79,0.24676775932312012,0.09106,0.1487
80,0.2281072586774826,0.0732,0.1353
81,0.22294887900352478,0.06922,0.1265
82,0.08457504957914352,0.02004,0.087
83,0.0592559389770031,0.01544,0.085
84,0.011936485767364502,0.01284,0.083
85,0.07310828566551208,0.01058,0.0826
86,0.012800407595932484,0.00964,0.0797
87,0.02886716090142727,0.00904,0.0818
